year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_value,primary_eligibility,primary_denominator,comparison_sex,comparison_age,comparison_dual,comparison_race,comparison_eligibility,comparison_value,comparison_denominator,analysis_value
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35041,Roosevelt County,NEW MEXICO,Rural,All,16362,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",1685
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35043,Sandoval County,NEW MEXICO,Urban,All,11832,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-2845
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35045,San Juan County,NEW MEXICO,Urban,All,12233,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-2444
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35047,San Miguel County,NEW MEXICO,Rural,All,8818,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-5859
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35049,Santa Fe County,NEW MEXICO,Urban,All,11013,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-3664
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35051,Sierra County,NEW MEXICO,Rural,All,15649,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",972
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35053,Socorro County,NEW MEXICO,Rural,All,10335,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-4342
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35055,Taos County,NEW MEXICO,Rural,All,10733,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-3944
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35057,Torrance County,NEW MEXICO,Urban,All,13486,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-1191
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35059,Union County,NEW MEXICO,Rural,All,13815,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-862
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,35061,Valencia County,NEW MEXICO,Urban,All,11855,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14677,"undefined",-2822
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36001,Albany County,NEW YORK,Urban,All,15315,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5838
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36003,Allegany County,NEW YORK,Rural,All,12036,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-9117
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36005,Bronx County,NEW YORK,Urban,All,25308,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",4155
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36007,Broome County,NEW YORK,Urban,All,12600,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8553
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36009,Cattaraugus County,NEW YORK,Rural,All,13279,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7874
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36011,Cayuga County,NEW YORK,Rural,All,13641,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7512
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36013,Chautauqua County,NEW YORK,Rural,All,13708,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7445
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36015,Chemung County,NEW YORK,Urban,All,14448,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6705
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36017,Chenango County,NEW YORK,Rural,All,14247,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6906
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36019,Clinton County,NEW YORK,Rural,All,14170,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6983
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36021,Columbia County,NEW YORK,Rural,All,15312,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5841
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36023,Cortland County,NEW YORK,Rural,All,12802,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8351
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36025,Delaware County,NEW YORK,Rural,All,15838,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5315
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36027,Dutchess County,NEW YORK,Urban,All,15911,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5242
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36029,Erie County,NEW YORK,Urban,All,14750,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6403
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36031,Essex County,NEW YORK,Rural,All,13972,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7181
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36033,Franklin County,NEW YORK,Rural,All,13435,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7718
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36035,Fulton County,NEW YORK,Rural,All,12334,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8819
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36037,Genesee County,NEW YORK,Rural,All,13856,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7297
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36039,Greene County,NEW YORK,Rural,All,16603,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-4550
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36041,Hamilton County,NEW YORK,Rural,All,12105,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-9048
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36043,Herkimer County,NEW YORK,Urban,All,14898,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6255
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36045,Jefferson County,NEW YORK,Rural,All,15151,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6002
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36047,Kings County,NEW YORK,Urban,All,22827,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",1674
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36049,Lewis County,NEW YORK,Rural,All,14244,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6909
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36051,Livingston County,NEW YORK,Urban,All,13204,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7949
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36053,Madison County,NEW YORK,Urban,All,13617,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7536
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36055,Monroe County,NEW YORK,Urban,All,16311,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-4842
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36057,Montgomery County,NEW YORK,Rural,All,15630,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5523
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36059,Nassau County,NEW YORK,Urban,All,19469,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-1684
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36061,New York County,NEW YORK,Urban,All,21804,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",651
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36063,Niagara County,NEW YORK,Urban,All,13891,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7262
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36065,Oneida County,NEW YORK,Urban,All,13908,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7245
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36067,Onondaga County,NEW YORK,Urban,All,14848,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6305
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36069,Ontario County,NEW YORK,Urban,All,13190,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7963
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36071,Orange County,NEW YORK,Urban,All,17040,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-4113
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36073,Orleans County,NEW YORK,Urban,All,15068,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6085
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36075,Oswego County,NEW YORK,Urban,All,14672,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6481
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36077,Otsego County,NEW YORK,Rural,All,15423,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5730
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36079,Putnam County,NEW YORK,Urban,All,18232,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-2921
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36081,Queens County,NEW YORK,Urban,All,20681,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-472
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36083,Rensselaer County,NEW YORK,Urban,All,13989,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7164
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36085,Richmond County,NEW YORK,Urban,All,17446,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-3707
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36087,Rockland County,NEW YORK,Urban,All,19053,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-2100
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36089,St. Lawrence County,NEW YORK,Rural,All,12632,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8521
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36091,Saratoga County,NEW YORK,Urban,All,13887,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7266
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36093,Schenectady County,NEW YORK,Urban,All,13520,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-7633
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36095,Schoharie County,NEW YORK,Urban,All,14523,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6630
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36097,Schuyler County,NEW YORK,Rural,All,15795,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5358
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36099,Seneca County,NEW YORK,Rural,All,14826,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-6327
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36101,Steuben County,NEW YORK,Rural,All,11718,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-9435
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36103,Suffolk County,NEW YORK,Urban,All,20011,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-1142
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36105,Sullivan County,NEW YORK,Rural,All,15765,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5388
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36107,Tioga County,NEW YORK,Urban,All,13022,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8131
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36109,Tompkins County,NEW YORK,Urban,All,13008,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8145
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36111,Ulster County,NEW YORK,Urban,All,16344,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-4809
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36113,Warren County,NEW YORK,Urban,All,11980,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-9173
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36115,Washington County,NEW YORK,Urban,All,12358,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8795
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36117,Wayne County,NEW YORK,Urban,All,15918,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-5235
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36119,Westchester County,NEW YORK,Urban,All,20335,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-818
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36121,Wyoming County,NEW YORK,Rural,All,13074,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8079
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,36123,Yates County,NEW YORK,Rural,All,12775,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,21153,"undefined",-8378
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37001,Alamance County,NORTH CAROLINA,Urban,All,14381,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-1390
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37003,Alexander County,NORTH CAROLINA,Urban,All,12287,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3484
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37005,Alleghany County,NORTH CAROLINA,Rural,All,13223,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2548
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37007,Anson County,NORTH CAROLINA,Urban,All,14077,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-1694
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37009,Ashe County,NORTH CAROLINA,Rural,All,13903,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-1868
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37011,Avery County,NORTH CAROLINA,Rural,All,12144,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3627
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37013,Beaufort County,NORTH CAROLINA,Rural,All,13108,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2663
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37015,Bertie County,NORTH CAROLINA,Rural,All,14056,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-1715
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37017,Bladen County,NORTH CAROLINA,Rural,All,14424,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-1347
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37019,Brunswick County,NORTH CAROLINA,Urban,All,12259,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3512
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37021,Buncombe County,NORTH CAROLINA,Urban,All,13178,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2593
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37023,Burke County,NORTH CAROLINA,Urban,All,11865,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3906
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37025,Cabarrus County,NORTH CAROLINA,Urban,All,13469,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2302
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37027,Caldwell County,NORTH CAROLINA,Urban,All,13999,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-1772
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37029,Camden County,NORTH CAROLINA,Rural,All,12251,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3520
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37031,Carteret County,NORTH CAROLINA,Rural,All,13792,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-1979
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37033,Caswell County,NORTH CAROLINA,Rural,All,17252,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",1481
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37035,Catawba County,NORTH CAROLINA,Urban,All,12481,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3290
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37037,Chatham County,NORTH CAROLINA,Urban,All,12671,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3100
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37039,Cherokee County,NORTH CAROLINA,Rural,All,12236,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3535
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37041,Chowan County,NORTH CAROLINA,Rural,All,11070,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-4701
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37043,Clay County,NORTH CAROLINA,Rural,All,10515,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-5256
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37045,Cleveland County,NORTH CAROLINA,Rural,All,12523,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3248
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37047,Columbus County,NORTH CAROLINA,Rural,All,13453,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2318
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37049,Craven County,NORTH CAROLINA,Rural,All,13516,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2255
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37051,Cumberland County,NORTH CAROLINA,Urban,All,13145,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2626
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37053,Currituck County,NORTH CAROLINA,Urban,All,12063,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-3708
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,37055,Dare County,NORTH CAROLINA,Rural,All,12774,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,15771,"undefined",-2997
